Episode reward: 0.850	Steps: 16	Avg. loss: 0.0	Avg. reward: 0.85	Avg. Q: 1.0	Greedinessless: 0.85	Vanilla reward: 24.000
Episode reward: -0.750	Steps: 7808	Avg. loss: 0.00230141832511627	Avg. reward: -0.3470000000000002	Avg. Q: 0.7491500719388327	Greedinessless: 0.02	Vanilla reward: -350.000
Episode reward: -0.750	Steps: 7883	Avg. loss: 0.0014776485909856597	Avg. reward: -0.3470000000000002	Avg. Q: 0.778527406056722	Greedinessless: 0.02	Vanilla reward: -395.000
Episode reward: -0.750	Steps: 7958	Avg. loss: 0.002958232947046207	Avg. reward: -0.3470000000000002	Avg. Q: 0.7299215992291769	Greedinessless: 0.02	Vanilla reward: -310.000
Episode reward: -0.750	Steps: 8033	Avg. loss: 0.0019856722761974915	Avg. reward: -0.3470000000000002	Avg. Q: 0.7439008659786648	Greedinessless: 0.02	Vanilla reward: -305.000
Episode reward: -0.750	Steps: 8108	Avg. loss: 0.003408307965927586	Avg. reward: -0.3470000000000002	Avg. Q: 0.7138407060835097	Greedinessless: 0.02	Vanilla reward: -375.000
Episode reward: -0.750	Steps: 8183	Avg. loss: 0.001374889857591673	Avg. reward: -0.36390000000000017	Avg. Q: 0.7501775754822625	Greedinessless: 0.02	Vanilla reward: -335.000
Episode reward: -0.750	Steps: 8258	Avg. loss: 0.0027726821076373056	Avg. reward: -0.36390000000000017	Avg. Q: 0.730817305776808	Greedinessless: 0.02	Vanilla reward: -305.000
Episode reward: -0.750	Steps: 8333	Avg. loss: 0.001157749274218651	Avg. reward: -0.3799000000000002	Avg. Q: 0.7374274667104085	Greedinessless: 0.02	Vanilla reward: -310.000
Episode reward: -0.750	Steps: 8408	Avg. loss: 0.002215026817698105	Avg. reward: -0.3973000000000001	Avg. Q: 0.7345306348800659	Greedinessless: 0.02	Vanilla reward: -300.000
Episode reward: -0.750	Steps: 8483	Avg. loss: 0.0011456085295422883	Avg. reward: -0.3973000000000001	Avg. Q: 0.7438467295964559	Greedinessless: 0.02	Vanilla reward: -345.000
Episode reward: -0.750	Steps: 8558	Avg. loss: 0.003234523258518158	Avg. reward: -0.3973000000000001	Avg. Q: 0.7465965202119615	Greedinessless: 0.02	Vanilla reward: -345.000
Episode reward: -0.750	Steps: 8633	Avg. loss: 0.002024570393826396	Avg. reward: -0.3973000000000001	Avg. Q: 0.7345058247778151	Greedinessless: 0.02	Vanilla reward: -300.000
Episode reward: -0.750	Steps: 8708	Avg. loss: 0.0013302192229802084	Avg. reward: -0.3973000000000001	Avg. Q: 0.7194530500306023	Greedinessless: 0.02	Vanilla reward: -315.000
Episode reward: -0.750	Steps: 8783	Avg. loss: 0.001414600022043386	Avg. reward: -0.3973000000000001	Avg. Q: 0.7137035897043016	Greedinessless: 0.02	Vanilla reward: -320.000
Episode reward: -0.750	Steps: 8858	Avg. loss: 0.002023024021534519	Avg. reward: -0.3973000000000001	Avg. Q: 0.7474116865793864	Greedinessless: 0.02	Vanilla reward: -355.000
Episode reward: -0.750	Steps: 8933	Avg. loss: 0.002161294664179686	Avg. reward: -0.3973000000000001	Avg. Q: 0.7238718234168159	Greedinessless: 0.02	Vanilla reward: -315.000
Episode reward: -0.750	Steps: 9008	Avg. loss: 0.004347669398013845	Avg. reward: -0.3973000000000001	Avg. Q: 0.748197701242235	Greedinessless: 0.02	Vanilla reward: -345.000
Episode reward: -0.750	Steps: 9083	Avg. loss: 0.0009936171025199452	Avg. reward: -0.3973000000000001	Avg. Q: 0.6998338553640577	Greedinessless: 0.02	Vanilla reward: -305.000
Episode reward: 0.830	Steps: 9101	Avg. loss: 0.00038847713149152695	Avg. reward: -0.3815000000000001	Avg. Q: 0.7365239847589422	Greedinessless: 0.02	Vanilla reward: 26.000
Episode reward: 0.870	Steps: 9115	Avg. loss: 0.0001295099524819913	Avg. reward: -0.3653000000000002	Avg. Q: 0.7543452708494096	Greedinessless: 0.02	Vanilla reward: 33.000
Episode reward: -0.750	Steps: 9190	Avg. loss: 0.0032691798053412257	Avg. reward: -0.36530000000000024	Avg. Q: 0.7085838135083516	Greedinessless: 0.02	Vanilla reward: -325.000
Episode reward: -0.750	Steps: 9265	Avg. loss: 0.002688360075760437	Avg. reward: -0.36530000000000024	Avg. Q: 0.7014359243710836	Greedinessless: 0.02	Vanilla reward: -305.000
Episode reward: -0.750	Steps: 9340	Avg. loss: 0.0019343517709976847	Avg. reward: -0.36530000000000024	Avg. Q: 0.7037906143400404	Greedinessless: 0.02	Vanilla reward: -305.000
Episode reward: -0.750	Steps: 9415	Avg. loss: 0.0028217458271279205	Avg. reward: -0.3653000000000002	Avg. Q: 0.7052014965481228	Greedinessless: 0.02	Vanilla reward: -300.000
Episode reward: 0.990	Steps: 9417	Avg. loss: 0.00020977447275072336	Avg. reward: -0.3646000000000002	Avg. Q: 0.7845943570137024	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: -0.750	Steps: 9492	Avg. loss: 0.002013853849539852	Avg. reward: -0.36460000000000015	Avg. Q: 0.7320181915495131	Greedinessless: 0.02	Vanilla reward: -410.000
Episode reward: -0.750	Steps: 9567	Avg. loss: 0.0019081793246490026	Avg. reward: -0.36460000000000015	Avg. Q: 0.7215296056535508	Greedinessless: 0.02	Vanilla reward: -340.000
Episode reward: -0.750	Steps: 9642	Avg. loss: 0.002330985277934049	Avg. reward: -0.36460000000000015	Avg. Q: 0.6942257732815212	Greedinessless: 0.02	Vanilla reward: -300.000
Episode reward: -0.750	Steps: 9717	Avg. loss: 0.0016711473424373636	Avg. reward: -0.3646000000000001	Avg. Q: 0.7152825284004212	Greedinessless: 0.02	Vanilla reward: -330.000
Episode reward: -0.750	Steps: 9792	Avg. loss: 0.0018379703094404632	Avg. reward: -0.3805000000000001	Avg. Q: 0.709166472752889	Greedinessless: 0.02	Vanilla reward: -300.000
Episode reward: -0.750	Steps: 9867	Avg. loss: 0.0032310614693010897	Avg. reward: -0.39130000000000015	Avg. Q: 0.7350019362237719	Greedinessless: 0.02	Vanilla reward: -410.000
Episode reward: 0.990	Steps: 9869	Avg. loss: 0.0016899437177926302	Avg. reward: -0.37390000000000007	Avg. Q: 0.766423761844635	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.990	Steps: 9871	Avg. loss: 0.0	Avg. reward: -0.35650000000000004	Avg. Q: 0.7672581473986307	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.990	Steps: 9873	Avg. loss: 0.000752429710701108	Avg. reward: -0.3391	Avg. Q: 0.7662705779075623	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: -0.750	Steps: 9948	Avg. loss: 0.0032928720329915735	Avg. reward: -0.3391	Avg. Q: 0.7263716173171997	Greedinessless: 0.02	Vanilla reward: -410.000
Episode reward: 0.960	Steps: 9953	Avg. loss: 0.00019360589794814587	Avg. reward: -0.322	Avg. Q: 0.7728954076766967	Greedinessless: 0.02	Vanilla reward: 76.000
Episode reward: 0.990	Steps: 9955	Avg. loss: 0.0	Avg. reward: -0.3046000000000001	Avg. Q: 0.7803771992524465	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: -0.750	Steps: 10030	Avg. loss: 0.0015128756154138643	Avg. reward: -0.3046000000000001	Avg. Q: 0.7058836309115092	Greedinessless: 0.02	Vanilla reward: -330.000
Episode reward: -0.750	Steps: 10105	Avg. loss: 0.002069846466934235	Avg. reward: -0.31660000000000005	Avg. Q: 0.6724683856964111	Greedinessless: 0.02	Vanilla reward: -345.000
Episode reward: -0.750	Steps: 10180	Avg. loss: 0.0004163018422427979	Avg. reward: -0.31660000000000016	Avg. Q: 0.7247262965308295	Greedinessless: 0.02	Vanilla reward: -410.000
Episode reward: 0.990	Steps: 10182	Avg. loss: 0.0	Avg. reward: -0.2992000000000002	Avg. Q: 0.7358995974063873	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: -0.750	Steps: 10257	Avg. loss: 0.0020016501538951785	Avg. reward: -0.3166000000000001	Avg. Q: 0.6675520237286886	Greedinessless: 0.02	Vanilla reward: -320.000
Episode reward: 0.910	Steps: 10267	Avg. loss: 0.0001122509092965629	Avg. reward: -0.3000000000000001	Avg. Q: 0.7117700358231862	Greedinessless: 0.02	Vanilla reward: 52.000
Episode reward: -0.750	Steps: 10342	Avg. loss: 0.0008247308536451065	Avg. reward: -0.30000000000000016	Avg. Q: 0.7191013381216261	Greedinessless: 0.02	Vanilla reward: -410.000
Episode reward: 0.990	Steps: 10344	Avg. loss: 0.0001003173238132149	Avg. reward: -0.2826000000000002	Avg. Q: 0.7403044005235037	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: -0.750	Steps: 10419	Avg. loss: 0.0014539192252414068	Avg. reward: -0.2826000000000002	Avg. Q: 0.7179367237620884	Greedinessless: 0.02	Vanilla reward: -410.000
Episode reward: 0.500	Steps: 10470	Avg. loss: 0.0015924786524779987	Avg. reward: -0.2701000000000002	Avg. Q: 0.7172627149064557	Greedinessless: 0.02	Vanilla reward: -171.000
Episode reward: -0.750	Steps: 10545	Avg. loss: 0.002860301531128291	Avg. reward: -0.2701000000000002	Avg. Q: 0.7078890620337592	Greedinessless: 0.02	Vanilla reward: -410.000
Episode reward: 0.610	Steps: 10585	Avg. loss: 0.004415027110371739	Avg. reward: -0.2565000000000002	Avg. Q: 0.7122810060779253	Greedinessless: 0.02	Vanilla reward: -114.000
Episode reward: -0.750	Steps: 10660	Avg. loss: 0.0016335282539091025	Avg. reward: -0.27290000000000014	Avg. Q: 0.7057077601220872	Greedinessless: 0.02	Vanilla reward: -355.000
Episode reward: 0.840	Steps: 10677	Avg. loss: 0.000107486001070356	Avg. reward: -0.27440000000000014	Avg. Q: 0.6856730416709301	Greedinessless: 0.02	Vanilla reward: 35.000
Episode reward: -0.750	Steps: 10752	Avg. loss: 0.001856600612020549	Avg. reward: -0.27440000000000014	Avg. Q: 0.6618639228079054	Greedinessless: 0.02	Vanilla reward: -380.000
Episode reward: -0.750	Steps: 10827	Avg. loss: 0.002344146532373593	Avg. reward: -0.27440000000000014	Avg. Q: 0.7051889448695713	Greedinessless: 0.02	Vanilla reward: -360.000
Episode reward: -0.750	Steps: 10902	Avg. loss: 0.001641353227329857	Avg. reward: -0.2744000000000002	Avg. Q: 0.6698853958977593	Greedinessless: 0.02	Vanilla reward: -300.000
Episode reward: -0.750	Steps: 10977	Avg. loss: 0.003970068324538022	Avg. reward: -0.2744000000000002	Avg. Q: 0.7115078131357829	Greedinessless: 0.02	Vanilla reward: -380.000
Episode reward: -0.750	Steps: 11052	Avg. loss: 0.0012123014528601505	Avg. reward: -0.2744000000000002	Avg. Q: 0.6441665024227566	Greedinessless: 0.02	Vanilla reward: -300.000
Episode reward: 0.990	Steps: 11054	Avg. loss: 0.0	Avg. reward: -0.25700000000000023	Avg. Q: 0.7015771071116129	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: -0.750	Steps: 11129	Avg. loss: 0.002135557191841623	Avg. reward: -0.25700000000000023	Avg. Q: 0.6804164044062296	Greedinessless: 0.02	Vanilla reward: -380.000
Episode reward: -0.750	Steps: 11204	Avg. loss: 0.0022076717669781494	Avg. reward: -0.25700000000000023	Avg. Q: 0.6169313417540656	Greedinessless: 0.02	Vanilla reward: -360.000
Episode reward: -0.750	Steps: 11279	Avg. loss: 0.003447950986204281	Avg. reward: -0.27360000000000023	Avg. Q: 0.6552511896027459	Greedinessless: 0.02	Vanilla reward: -350.000
Episode reward: 0.950	Steps: 11285	Avg. loss: 0.0024973514955490828	Avg. reward: -0.2566000000000003	Avg. Q: 0.6718201537926992	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: -0.750	Steps: 11360	Avg. loss: 0.0031247627255077915	Avg. reward: -0.2566000000000003	Avg. Q: 0.6357663888401456	Greedinessless: 0.02	Vanilla reward: -300.000
Episode reward: -0.750	Steps: 11435	Avg. loss: 0.0017480718165138064	Avg. reward: -0.2566000000000003	Avg. Q: 0.6225067014164395	Greedinessless: 0.02	Vanilla reward: -345.000
Episode reward: -0.750	Steps: 11510	Avg. loss: 0.002503342987390505	Avg. reward: -0.2566000000000003	Avg. Q: 0.6727514264318678	Greedinessless: 0.02	Vanilla reward: -375.000
Episode reward: 0.630	Steps: 11548	Avg. loss: 0.0019429020001552999	Avg. reward: -0.24280000000000027	Avg. Q: 0.6441750176120222	Greedinessless: 0.02	Vanilla reward: -49.000
Episode reward: -0.750	Steps: 11623	Avg. loss: 0.0016234040041227774	Avg. reward: -0.26020000000000026	Avg. Q: 0.6279031750890943	Greedinessless: 0.02	Vanilla reward: -315.000
Episode reward: 0.960	Steps: 11628	Avg. loss: 0.00012168557441327721	Avg. reward: -0.2591000000000003	Avg. Q: 0.7040913303693136	Greedinessless: 0.02	Vanilla reward: 76.000
Episode reward: -0.750	Steps: 11703	Avg. loss: 0.0012552566824726658	Avg. reward: -0.2591000000000003	Avg. Q: 0.6793085013495551	Greedinessless: 0.02	Vanilla reward: -340.000
Episode reward: -0.750	Steps: 11778	Avg. loss: 0.0015476308117764635	Avg. reward: -0.27400000000000024	Avg. Q: 0.6342676263385348	Greedinessless: 0.02	Vanilla reward: -300.000
Episode reward: -0.750	Steps: 11853	Avg. loss: 0.00272275978472623	Avg. reward: -0.27400000000000024	Avg. Q: 0.6285070909394158	Greedinessless: 0.02	Vanilla reward: -300.000
Episode reward: 0.880	Steps: 11866	Avg. loss: 0.00016231981862802058	Avg. reward: -0.25770000000000026	Avg. Q: 0.6839697987605364	Greedinessless: 0.02	Vanilla reward: 41.000
Episode reward: 0.990	Steps: 11868	Avg. loss: 0.004613651428371668	Avg. reward: -0.25770000000000026	Avg. Q: 0.7333279947439829	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.990	Steps: 11870	Avg. loss: 0.0	Avg. reward: -0.25770000000000026	Avg. Q: 0.733664741118749	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: -0.750	Steps: 11945	Avg. loss: 0.0023795795626172455	Avg. reward: -0.27290000000000025	Avg. Q: 0.6696316703160604	Greedinessless: 0.02	Vanilla reward: -355.000
Episode reward: -0.750	Steps: 12020	Avg. loss: 0.0017128393063965057	Avg. reward: -0.27290000000000025	Avg. Q: 0.6201757730378045	Greedinessless: 0.02	Vanilla reward: -300.000
Episode reward: -0.750	Steps: 12095	Avg. loss: 0.0015151424882383759	Avg. reward: -0.27290000000000025	Avg. Q: 0.6579806147681342	Greedinessless: 0.02	Vanilla reward: -405.000
Episode reward: 0.890	Steps: 12107	Avg. loss: 0.0026495642183969417	Avg. reward: -0.27390000000000025	Avg. Q: 0.6589000307851367	Greedinessless: 0.02	Vanilla reward: 38.000
Episode reward: -0.750	Steps: 12182	Avg. loss: 0.0014179774799757932	Avg. reward: -0.29060000000000025	Avg. Q: 0.6544423606660631	Greedinessless: 0.02	Vanilla reward: -410.000
Episode reward: -0.750	Steps: 12257	Avg. loss: 0.0012776171397969225	Avg. reward: -0.3052000000000002	Avg. Q: 0.6550943122969733	Greedinessless: 0.02	Vanilla reward: -390.000
Episode reward: -0.750	Steps: 12332	Avg. loss: 0.001918216890388928	Avg. reward: -0.32190000000000024	Avg. Q: 0.610956989924113	Greedinessless: 0.02	Vanilla reward: -320.000
Episode reward: 0.380	Steps: 12395	Avg. loss: 0.001083720417227596	Avg. reward: -0.3106000000000002	Avg. Q: 0.6739610345275314	Greedinessless: 0.02	Vanilla reward: -234.000
Episode reward: -0.750	Steps: 12470	Avg. loss: 0.0012024630287717293	Avg. reward: -0.3106000000000002	Avg. Q: 0.6408188552326626	Greedinessless: 0.02	Vanilla reward: -345.000
Episode reward: -0.750	Steps: 12545	Avg. loss: 0.0016983121658038151	Avg. reward: -0.3106000000000002	Avg. Q: 0.6642792672581143	Greedinessless: 0.02	Vanilla reward: -390.000
Episode reward: 0.560	Steps: 12590	Avg. loss: 0.001927654708693312	Avg. reward: -0.3149000000000003	Avg. Q: 0.622979004294784	Greedinessless: 0.02	Vanilla reward: -84.000
Episode reward: 0.990	Steps: 12592	Avg. loss: 0.003888423554599285	Avg. reward: -0.29750000000000026	Avg. Q: 0.6942978501319885	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.990	Steps: 12594	Avg. loss: 0.0	Avg. reward: -0.28010000000000024	Avg. Q: 0.6909664869308472	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: -0.750	Steps: 12669	Avg. loss: 0.0016284853037704077	Avg. reward: -0.28010000000000024	Avg. Q: 0.6624827930662367	Greedinessless: 0.02	Vanilla reward: -410.000
Episode reward: -0.750	Steps: 12744	Avg. loss: 0.0031999171578239553	Avg. reward: -0.2801000000000003	Avg. Q: 0.6309149045414395	Greedinessless: 0.02	Vanilla reward: -350.000
Episode reward: 0.580	Steps: 12787	Avg. loss: 0.0014388297699042597	Avg. reward: -0.2668000000000003	Avg. Q: 0.597361358561257	Greedinessless: 0.02	Vanilla reward: -74.000
Episode reward: 0.990	Steps: 12789	Avg. loss: 0.0001447723770979792	Avg. reward: -0.2494000000000003	Avg. Q: 0.6848651170730591	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: -0.750	Steps: 12864	Avg. loss: 0.0012432545945078967	Avg. reward: -0.2494000000000003	Avg. Q: 0.64974058787028	Greedinessless: 0.02	Vanilla reward: -380.000
Episode reward: 0.810	Steps: 12884	Avg. loss: 0.0023088101865141653	Avg. reward: -0.2338000000000003	Avg. Q: 0.6107844611008962	Greedinessless: 0.02	Vanilla reward: 23.000
Episode reward: -0.750	Steps: 12959	Avg. loss: 0.0017048868467099965	Avg. reward: -0.2512000000000003	Avg. Q: 0.6051946915520562	Greedinessless: 0.02	Vanilla reward: -305.000
Episode reward: 0.980	Steps: 12962	Avg. loss: 0.00015433115186169744	Avg. reward: -0.2506000000000003	Avg. Q: 0.709494325849745	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: -0.750	Steps: 13037	Avg. loss: 0.0018782983641262706	Avg. reward: -0.2506000000000003	Avg. Q: 0.5968298901451958	Greedinessless: 0.02	Vanilla reward: -305.000
Episode reward: -0.750	Steps: 13112	Avg. loss: 0.0018836769777408335	Avg. reward: -0.2506000000000003	Avg. Q: 0.5732326091660394	Greedinessless: 0.02	Vanilla reward: -315.000
Episode reward: -0.750	Steps: 13187	Avg. loss: 0.002720122307841343	Avg. reward: -0.2506000000000003	Avg. Q: 0.5704051680035062	Greedinessless: 0.02	Vanilla reward: -330.000
Episode reward: -0.750	Steps: 13262	Avg. loss: 0.0018505142602646771	Avg. reward: -0.2649000000000003	Avg. Q: 0.5892754766676161	Greedinessless: 0.02	Vanilla reward: -325.000
Episode reward: -0.750	Steps: 13337	Avg. loss: 0.0012834930182036356	Avg. reward: -0.2649000000000003	Avg. Q: 0.5533424633079105	Greedinessless: 0.02	Vanilla reward: -340.000
Episode reward: -0.750	Steps: 13412	Avg. loss: 0.0008964292183487774	Avg. reward: -0.2649000000000003	Avg. Q: 0.6161510192023383	Greedinessless: 0.02	Vanilla reward: -370.000
Episode reward: -0.750	Steps: 13487	Avg. loss: 0.0011865963448750942	Avg. reward: -0.26490000000000025	Avg. Q: 0.5700688860151503	Greedinessless: 0.02	Vanilla reward: -300.000
Episode reward: -0.750	Steps: 13562	Avg. loss: 0.001982413659693281	Avg. reward: -0.26490000000000025	Avg. Q: 0.6182793749703301	Greedinessless: 0.02	Vanilla reward: -410.000
Episode reward: -0.750	Steps: 13637	Avg. loss: 0.0016552271573393802	Avg. reward: -0.26490000000000025	Avg. Q: 0.6244715653525459	Greedinessless: 0.02	Vanilla reward: -410.000
Episode reward: -0.750	Steps: 13712	Avg. loss: 0.0015523139361328887	Avg. reward: -0.2649000000000002	Avg. Q: 0.6186105590396457	Greedinessless: 0.02	Vanilla reward: -405.000
Episode reward: -0.750	Steps: 13787	Avg. loss: 0.0016389503370090905	Avg. reward: -0.26490000000000014	Avg. Q: 0.6419969360033672	Greedinessless: 0.02	Vanilla reward: -405.000
Episode reward: -0.750	Steps: 13862	Avg. loss: 0.0012800309636268618	Avg. reward: -0.26490000000000014	Avg. Q: 0.5612966393099891	Greedinessless: 0.02	Vanilla reward: -330.000
Episode reward: -0.750	Steps: 13937	Avg. loss: 0.0013188186664927727	Avg. reward: -0.26490000000000014	Avg. Q: 0.5508320016331143	Greedinessless: 0.02	Vanilla reward: -315.000
Episode reward: -0.750	Steps: 14012	Avg. loss: 0.0015315942236108974	Avg. reward: -0.26490000000000014	Avg. Q: 0.5695181414816115	Greedinessless: 0.02	Vanilla reward: -365.000
Episode reward: -0.750	Steps: 14087	Avg. loss: 0.001216753184255342	Avg. reward: -0.26490000000000014	Avg. Q: 0.6220429518487718	Greedinessless: 0.02	Vanilla reward: -410.000
Episode reward: -0.750	Steps: 14162	Avg. loss: 0.0027075681843454825	Avg. reward: -0.2649000000000001	Avg. Q: 0.5485449622737036	Greedinessless: 0.02	Vanilla reward: -330.000
Episode reward: -0.750	Steps: 14237	Avg. loss: 0.0013322260638233274	Avg. reward: -0.2649000000000001	Avg. Q: 0.6046850489245521	Greedinessless: 0.02	Vanilla reward: -370.000
Episode reward: -0.750	Steps: 14312	Avg. loss: 0.0027414140028045758	Avg. reward: -0.2649	Avg. Q: 0.5399988079071045	Greedinessless: 0.02	Vanilla reward: -305.000
Episode reward: 0.950	Steps: 14318	Avg. loss: 0.003001630073413253	Avg. reward: -0.24790000000000004	Avg. Q: 0.6245470179451836	Greedinessless: 0.02	Vanilla reward: 72.000
Episode reward: -0.750	Steps: 14393	Avg. loss: 0.0015513711661792752	Avg. reward: -0.24790000000000004	Avg. Q: 0.6352053798569574	Greedinessless: 0.02	Vanilla reward: -405.000
Episode reward: 0.530	Steps: 14441	Avg. loss: 0.0018857929978063719	Avg. reward: -0.2351	Avg. Q: 0.6296019169191519	Greedinessless: 0.02	Vanilla reward: -149.000
Episode reward: -0.750	Steps: 14516	Avg. loss: 0.0008635823028989284	Avg. reward: -0.23510000000000006	Avg. Q: 0.5431048317750296	Greedinessless: 0.02	Vanilla reward: -300.000
Episode reward: -0.750	Steps: 14591	Avg. loss: 0.0016703336558647505	Avg. reward: -0.23510000000000006	Avg. Q: 0.5807283226648966	Greedinessless: 0.02	Vanilla reward: -375.000
Episode reward: 0.380	Steps: 14654	Avg. loss: 0.001806423454581818	Avg. reward: -0.2238000000000001	Avg. Q: 0.5340133233675881	Greedinessless: 0.02	Vanilla reward: -171.000
Episode reward: -0.750	Steps: 14729	Avg. loss: 0.001225599319839507	Avg. reward: -0.2396000000000001	Avg. Q: 0.5556251341766781	Greedinessless: 0.02	Vanilla reward: -315.000
Episode reward: -0.720	Steps: 14801	Avg. loss: 0.002321850942987819	Avg. reward: -0.25550000000000006	Avg. Q: 0.5397307732039027	Greedinessless: 0.02	Vanilla reward: -189.000
Episode reward: 0.840	Steps: 14818	Avg. loss: 0.0012025831656501396	Avg. reward: -0.23960000000000004	Avg. Q: 0.5743224597444722	Greedinessless: 0.02	Vanilla reward: 25.000
Episode reward: -0.750	Steps: 14893	Avg. loss: 0.001418579851719857	Avg. reward: -0.2396000000000001	Avg. Q: 0.6328580742412143	Greedinessless: 0.02	Vanilla reward: -405.000
Episode reward: 0.990	Steps: 14895	Avg. loss: 0.0	Avg. reward: -0.22220000000000012	Avg. Q: 0.676133930683136	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: -0.750	Steps: 14970	Avg. loss: 0.0016216604116810853	Avg. reward: -0.22220000000000018	Avg. Q: 0.6237060353491042	Greedinessless: 0.02	Vanilla reward: -410.000
Episode reward: 0.990	Steps: 14972	Avg. loss: 0.004968310706317425	Avg. reward: -0.22220000000000012	Avg. Q: 0.6611698865890503	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: -0.750	Steps: 15047	Avg. loss: 0.001522803995208556	Avg. reward: -0.22220000000000018	Avg. Q: 0.6212498010529413	Greedinessless: 0.02	Vanilla reward: -410.000
Episode reward: 0.990	Steps: 15049	Avg. loss: 0.0015469100326299667	Avg. reward: -0.20480000000000018	Avg. Q: 0.651246170202891	Greedinessless: 0.02	Vanilla reward: 95.000
