Episode reward: 0.000	Steps: 6118	Avg. loss: 0.019785044249147177	Avg. reward: 0.5068493150684932	Avg. Q: 0.9852565523808595	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 2.000	Steps: 6226	Avg. loss: 0.029166494129674026	Avg. reward: 0.527027027027027	Avg. Q: 0.9708898038039973	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 0.000	Steps: 6292	Avg. loss: 0.015213604290586184	Avg. reward: 0.52	Avg. Q: 1.0221679662213181	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 0.000	Steps: 6357	Avg. loss: 0.019090045701886993	Avg. reward: 0.5131578947368421	Avg. Q: 0.9869056035310794	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 0.000	Steps: 6431	Avg. loss: 0.015151187315091698	Avg. reward: 0.5064935064935064	Avg. Q: 0.9759669413974693	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 0.000	Steps: 6492	Avg. loss: 0.025537172106851358	Avg. reward: 0.5	Avg. Q: 0.9972911408690156	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 1.000	Steps: 6581	Avg. loss: 0.016612415014109996	Avg. reward: 0.5063291139240507	Avg. Q: 0.9425051652090379	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 5.000	Steps: 6710	Avg. loss: 0.017793368448110414	Avg. reward: 0.5625	Avg. Q: 0.9921414080516312	Greedinessless: 0.02	Vanilla reward: 5.000
Episode reward: 1.000	Steps: 6800	Avg. loss: 0.01827418695978375	Avg. reward: 0.5679012345679012	Avg. Q: 0.952940966685613	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 1.000	Steps: 6882	Avg. loss: 0.025752690099761822	Avg. reward: 0.573170731707317	Avg. Q: 0.9345776080116024	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 0.000	Steps: 6963	Avg. loss: 0.025530667166458444	Avg. reward: 0.5662650602409639	Avg. Q: 0.9526625589578731	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 2.000	Steps: 7051	Avg. loss: 0.023117852889382364	Avg. reward: 0.5833333333333334	Avg. Q: 0.9591135719057285	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: -1.000	Steps: 7111	Avg. loss: 0.02458730295766145	Avg. reward: 0.5647058823529412	Avg. Q: 1.0098225931326548	Greedinessless: 0.02	Vanilla reward: -1.000
Episode reward: 1.000	Steps: 7187	Avg. loss: 0.01723422674388674	Avg. reward: 0.5697674418604651	Avg. Q: 0.9910998456833655	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 2.000	Steps: 7288	Avg. loss: 0.02171205922226923	Avg. reward: 0.5862068965517241	Avg. Q: 0.961757781678694	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 0.000	Steps: 7345	Avg. loss: 0.011884588477966775	Avg. reward: 0.5795454545454546	Avg. Q: 1.0153811201017502	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 4.000	Steps: 7491	Avg. loss: 0.018349175902484503	Avg. reward: 0.6179775280898876	Avg. Q: 0.9950951053399474	Greedinessless: 0.02	Vanilla reward: 4.000
Episode reward: 4.000	Steps: 7615	Avg. loss: 0.02048638133677624	Avg. reward: 0.6555555555555556	Avg. Q: 0.9855367901825136	Greedinessless: 0.02	Vanilla reward: 4.000
Episode reward: 1.000	Steps: 7701	Avg. loss: 0.02154654542523944	Avg. reward: 0.6593406593406593	Avg. Q: 0.983893413183301	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 3.000	Steps: 7817	Avg. loss: 0.022269271874141974	Avg. reward: 0.6847826086956522	Avg. Q: 0.9111932197521473	Greedinessless: 0.02	Vanilla reward: 3.000
